Date,Av_storage(bcm)
2021-12-31,56.94664761904762
2022-01-01,57.18328571428571
2022-01-02,57.18225714285714
2022-01-03,57.038514285714285
2022-01-04,56.77766666666666
2022-01-05,56.36951428571429
2022-01-06,55.95398095238095
2022-01-07,55.403847619047625
2022-01-08,54.948657142857144
2022-01-09,54.49302857142857
2022-01-10,53.716390476190476
2022-01-11,52.94298095238095
2022-01-12,52.15946666666667
2022-01-13,51.40533333333333
2022-01-14,50.648247619047616
2022-01-15,50.05450476190477
2022-01-16,49.52977142857143
2022-01-17,48.845238095238095
2022-01-18,48.10657142857143
2022-01-19,47.44175238095238
2022-01-20,46.74910476190476
2022-01-21,46.01502857142857
2022-01-22,45.39827619047619
2022-01-23,44.81141904761905
2022-01-24,44.07027619047619
2022-01-25,43.29987619047619
2022-01-26,42.57633333333333
2022-01-27,41.95006666666667
2022-01-28,41.353361904761904
2022-01-29,40.97459047619048
2022-01-30,40.60505714285714
2022-01-31,40.02135238095238
2022-02-01,39.55080952380953
2022-02-02,39.087666666666664
2022-02-03,38.65045714285714
2022-02-04,38.290085714285716
2022-02-05,38.031533333333336
2022-02-06,37.79251428571428
2022-02-07,37.373085714285715
2022-02-08,36.98310476190476
2022-02-09,36.61273333333333
2022-02-10,36.17446666666667
2022-02-11,35.726619047619046
2022-02-12,35.36274285714286
2022-02-13,35.08387619047619
2022-02-14,34.70701904761905
2022-02-15,34.31497142857143
