Date,JKM(USD/mmbtu),HH(USD/mmbtu),TTF(USD/mmbtu)
2025-05-07,11.40999984741211,3.621000051498413,11.479386636313512
2025-05-08,11.449999809265137,3.5920000076293945,11.71080367332797
2025-05-09,11.46500015258789,3.7950000762939453,11.388050672713792
2025-05-12,11.4399995803833,3.6459999084472656,11.647631077750386
2025-05-13,11.460000038146973,3.6470000743865967,11.623690376080658
2025-05-14,11.475000381469727,3.492000102996826,11.489782919982002
2025-05-15,11.498000144958496,3.361999988555908,11.56667742678836
2025-05-16,11.895000457763672,3.3340001106262207,11.53254162570266
2025-05-19,11.96500015258789,3.11299991607666,11.549875779732032
2025-05-20,12.515000343322754,3.427000045776367,12.174707081600461
2025-05-21,12.479999542236328,3.368000030517578,12.115362938777455
2025-05-22,12.350000381469727,3.253000020980835,12.073758524419164
2025-05-23,12.484999656677246,3.3340001106262207,12.052262389100159
2025-05-26,,,
2025-05-27,12.494999885559082,3.3980000019073486,12.351765934295571
2025-05-28,12.46500015258789,3.2039999961853027,12.190038486391668
2025-05-29,12.295000076293945,3.5220000743865967,11.575434484733735
2025-05-30,12.154999732971191,3.447000026702881,11.41439266071423
2025-06-02,12.300000190734863,3.694000005722046,11.651123148339249
2025-06-03,12.329999923706055,3.7219998836517334,12.033499545225302
2025-06-04,12.369999885559082,3.7160000801086426,11.894964152389875
2025-06-05,12.414999961853027,3.677000045776367,12.182956227440792
2025-06-06,12.444999694824219,3.7839999198913574,12.169195721922032
2025-06-09,12.4399995803833,3.634999990463257,11.904343182651717
2025-06-10,12.40999984741211,3.5329999923706055,11.601546112458589
2025-06-11,12.444999694824219,3.506999969482422,12.038496101931843
2025-06-12,12.460000038146973,3.492000102996826,12.203198980894635
2025-06-13,12.503999710083008,3.5810000896453857,12.88335480925819
2025-06-16,13.585000038146973,3.747999906539917,12.839029309780145
2025-06-17,14.005000114440918,3.8510000705718994,13.308083874983089
2025-06-18,13.880000114440918,3.989000082015991,13.021621509769595
2025-06-19,,,
2025-06-20,14.255000114440918,3.8469998836517334,13.810273781448847
2025-06-23,14.460000038146973,3.697999954223633,13.65879122226823
2025-06-24,13.520000457763672,3.5369999408721924,12.107268464644067
2025-06-25,13.539999961853027,3.4059998989105225,12.048213624756823
2025-06-26,13.324999809265137,3.260999917984009,11.65087022476293
2025-06-27,13.194999694824219,3.739000082015991,11.338227024388623
2025-06-30,13.125,3.4560000896453857,11.307436996066363
2025-07-01,13.104999542236328,3.4149999618530273,11.639658087601712
2025-07-02,13.164999961853027,3.48799991607666,11.622504697284713
2025-07-03,13.15999984741211,3.4089999198913574,11.627667632654555
2025-07-04,,3.38700008392334,11.533440015502647
2025-07-07,13.095000267028809,3.4119999408721924,11.608490155451523
2025-07-08,13.114999771118164,3.3399999141693115,11.77059286729435
2025-07-09,13.114999771118164,3.2139999866485596,11.787793952868421
2025-07-10,13.125,3.3369998931884766,12.092180542793674
2025-07-11,13.114999771118164,3.313999891281128,12.19699568468062
2025-07-14,13.114999771118164,3.4660000801086426,12.138844620793316
2025-07-15,13.104999542236328,3.5230000019073486,11.777421689306996
2025-07-16,12.404999732971191,3.5510001182556152,11.841784302359159
2025-07-17,12.180000305175781,3.5420000553131104,11.733628634477485
2025-07-18,12.0,3.565000057220459,11.436755891780255
2025-07-21,11.979999542236328,3.325000047683716,11.303162819814862
2025-07-22,12.069999694824219,3.252000093460083,11.348706567300036
2025-07-23,11.930000305175781,3.0769999027252197,11.24715713852637
