Date,Storage(TWh)
2026-04-27,362.7179
2026-04-28,365.6033
2026-04-29,368.5278
2026-04-30,371.3954
2026-05-01,374.9697
2026-05-02,379.0878
2026-05-03,382.8828
2026-05-04,385.9921
2026-05-05,388.0596
2026-05-06,389.6876
2026-05-07,391.057
2026-05-08,393.7888
2026-05-09,397.2331
2026-05-10,400.5162
2026-05-11,402.9882
2026-05-12,404.6256
2026-05-13,405.9983
2026-05-14,407.6901
2026-05-15,409.5015
2026-05-16,411.8086
2026-05-17,414.2065
2026-05-18,416.0537
2026-05-19,417.7208
2026-05-20,419.0714
2026-05-21,421.273
2026-05-22,424.5506
2026-05-23,428.7682
2026-05-24,433.0505
2026-05-25,436.3166
2026-05-26,439.7547
2026-05-27,443.2318
2026-05-28,446.4538
2026-05-29,450.1806
2026-05-30,454.2058
2026-05-31,458.5484
2026-06-01,461.7603
2026-06-02,464.7251
2026-06-03,467.2208
2026-06-04,470.3495
2026-06-05,473.384
2026-06-06,477.2383
2026-06-07,481.1819
2026-06-08,484.7056
2026-06-09,488.1108
2026-06-10,491.0684
2026-06-11,493.8149
2026-06-12,497.5088
2026-06-13,502.0014
2026-06-14,506.0677
2026-06-15,509.5248
2026-06-16,512.5431
2026-06-17,515.5257
2026-06-18,518.4775
2026-06-19,521.7037
2026-06-20,525.2354
2026-06-21,528.577
2026-06-22,531.4507
2026-06-23,534.0103
2026-06-24,536.5965
2026-06-25,539.6072
2026-06-26,542.8892
2026-06-27,546.6114
2026-06-28,550.2167
2026-06-29,552.7856
2026-06-30,555.3326
2026-07-01,557.1355
2026-07-02,559.7934
2026-07-03,562.7702
2026-07-04,566.4949
2026-07-05,569.9284
2026-07-06,572.9222
2026-07-07,575.8139
2026-07-08,578.234
2026-07-09,580.6054
2026-07-10,583.2003
2026-07-11,587.0552
2026-07-12,591.0387
2026-07-13,594.2017
2026-07-14,596.9567
2026-07-15,599.332
2026-07-16,601.1633
2026-07-17,603.7006
2026-07-18,607.2295
2026-07-19,610.5731
2026-07-20,612.948
2026-07-21,615.0072
2026-07-22,617.5427
2026-07-23,620.0963
2026-07-24,622.9818
2026-07-25,626.1964
2026-07-26,629.5494
2026-07-27,631.9541
